,沪深300
2007-09-24,54184816.0
2007-09-25,45326232.0
2007-09-26,39171156.0
2007-09-27,33759056.0
2007-09-28,48514620.0
2007-10-08,66449704.0
2007-10-09,53633488.0
2007-10-10,63994456.0
2007-10-11,65141100.0
2007-10-12,78001064.0
2007-10-15,70682112.0
2007-10-16,64692048.0
2007-10-17,48869768.0
2007-10-18,48595632.0
2007-10-19,38466456.0
2007-10-22,35867500.0
2007-10-23,41896800.0
2007-10-24,44661240.0
2007-10-25,50821704.0
2007-10-26,35895964.0
2007-10-29,35233976.0
2007-10-30,39193920.0
2007-10-31,50329468.0
2007-11-01,46612480.0
2007-11-02,43289500.0
2007-11-05,33695016.0
2007-11-06,27057854.0
2007-11-07,30061348.0
2007-11-08,36054892.0
2007-11-09,34583824.0
2007-11-12,38413920.0
2007-11-13,36862080.0
2007-11-14,35231544.0
2007-11-15,31759464.0
2007-11-16,23310992.0
2007-11-19,25548100.0
2007-11-20,33562712.0
2007-11-21,26803122.0
2007-11-22,26507716.0
2007-11-23,20146304.0
2007-11-26,23622276.0
2007-11-27,20886840.0
2007-11-28,22482368.0
2007-11-29,36872992.0
2007-11-30,29383696.0
2007-12-03,22255934.0
2007-12-04,22643592.0
2007-12-05,31769164.0
2007-12-06,23711592.0
2007-12-07,27198224.0
2007-12-10,42780692.0
2007-12-11,40586456.0
2007-12-12,39828252.0
2007-12-13,36819592.0
2007-12-14,30727924.0
2007-12-17,37014520.0
2007-12-18,22930076.0
2007-12-19,32101858.0
2007-12-20,31319916.0
2007-12-21,37251496.0
2007-12-24,50319968.0
2007-12-25,38973704.0
2007-12-26,41468116.0
2007-12-27,52345016.0
2007-12-28,45361416.0
2008-01-02,45668712.0
2008-01-03,64645880.0
2008-01-04,51746420.0
2008-01-07,53485408.0
2008-01-08,64899500.0
2008-01-09,46796872.0
2008-01-10,64229892.0
2008-01-11,56167080.0
2008-01-14,49846008.0
2008-01-15,50886608.0
2008-01-16,55774468.0
2008-01-17,61936932.0
2008-01-18,43913004.0
2008-01-21,47833616.0
2008-01-22,60772692.0
2008-01-23,55776384.0
2008-01-24,56605988.0
2008-01-25,47142108.0
2008-01-28,41425284.0
2008-01-29,29062256.0
2008-01-30,34098976.0
2008-01-31,30852580.0
2008-02-01,35125528.0
2008-02-04,40953144.0
2008-02-05,32796356.0
2008-02-13,21475660.0
2008-02-14,19837788.0
2008-02-15,24262600.0
2008-02-18,30590078.0
2008-02-19,36176964.0
2008-02-20,39557720.0
2008-02-21,33403616.0
2008-02-22,37918628.0
2008-02-25,33652000.0
2008-02-26,33276390.0
2008-02-27,29592392.0
2008-02-28,25398172.0
2008-02-29,23350858.0
2008-03-03,39258412.0
2008-03-04,45129776.0
2008-03-05,39417992.0
2008-03-06,44402268.0
2008-03-07,28690944.0
2008-03-10,31780356.0
2008-03-11,26276592.0
2008-03-12,27145644.0
2008-03-13,34451308.0
2008-03-14,23427884.0
2008-03-17,28180960.0
2008-03-18,34523752.0
2008-03-19,37898476.0
2008-03-20,46212944.0
2008-03-21,42615164.0
2008-03-24,35842440.0
2008-03-25,32245864.0
2008-03-26,28036764.0
2008-03-27,32000668.0
2008-03-28,42096776.0
2008-03-31,29440840.0
2008-04-01,35303464.0
2008-04-02,42765884.0
2008-04-03,32989492.0
2008-04-07,40484984.0
2008-04-08,44067920.0
2008-04-09,38997168.0
2008-04-10,28804396.0
2008-04-11,26328590.0
2008-04-14,33427046.0
2008-04-15,30656886.0
2008-04-16,26528120.0
2008-04-17,29530618.0
2008-04-18,27888162.0
2008-04-21,41362308.0
2008-04-22,32537968.0
2008-04-23,44272552.0
2008-04-24,96574896.0
2008-04-25,84814488.0
2008-04-28,48831236.0
2008-04-29,44540440.0
2008-04-30,69909776.0
2008-05-05,62534072.0
2008-05-06,58459280.0
2008-05-07,54457704.0
2008-05-08,44055668.0
2008-05-09,53655928.0
2008-05-12,45382660.0
2008-05-13,50338012.0
2008-05-14,50606900.0
2008-05-15,50772976.0
2008-05-16,39721752.0
2008-05-19,29709580.0
2008-05-20,39702628.0
2008-05-21,43596160.0
2008-05-22,40742716.0
2008-05-23,33440432.0
2008-05-26,28180190.0
2008-05-27,24762692.0
2008-05-28,31034914.0
2008-05-29,29422740.0
2008-05-30,28590848.0
2008-06-02,28253358.0
2008-06-03,34735140.0
2008-06-04,29417652.0
2008-06-05,23989280.0
2008-06-06,20944228.0
2008-06-10,32949960.0
2008-06-11,29409736.0
2008-06-12,31454108.0
2008-06-13,25319836.0
2008-06-16,26813794.0
2008-06-17,26463778.0
2008-06-18,42560096.0
2008-06-19,36319040.0
2008-06-20,51675904.0
2008-06-23,26631492.0
2008-06-24,31792456.0
2008-06-25,42425260.0
2008-06-26,42599312.0
2008-06-27,40886556.0
2008-06-30,25295406.0
2008-07-01,28851584.0
2008-07-02,27916364.0
2008-07-03,45660304.0
2008-07-04,37905008.0
2008-07-07,52732024.0
2008-07-08,54248080.0
2008-07-09,69356968.0
2008-07-10,61649552.0
2008-07-11,44287100.0
2008-07-14,34575044.0
2008-07-15,47292760.0
2008-07-16,39403116.0
2008-07-17,32687336.0
2008-07-18,40203400.0
2008-07-21,45119576.0
2008-07-22,38814976.0
2008-07-23,38821232.0
2008-07-24,48538664.0
2008-07-25,40571080.0
2008-07-28,39308640.0
2008-07-29,36036276.0
2008-07-30,29810800.0
2008-07-31,27940966.0
2008-08-01,34031492.0
2008-08-04,22782324.0
2008-08-05,30469236.0
2008-08-06,27404022.0
2008-08-07,23370440.0
2008-08-08,30894580.0
2008-08-11,32120206.0
2008-08-12,24191944.0
2008-08-13,27551712.0
2008-08-14,20157236.0
2008-08-15,20422260.0
2008-08-18,23623106.0
2008-08-19,19477106.0
2008-08-20,45043416.0
2008-08-21,37518040.0
2008-08-22,26298240.0
2008-08-25,18643190.0
2008-08-26,23741936.0
2008-08-27,23862584.0
2008-08-28,20400292.0
2008-08-29,28877844.0
2008-09-01,21152804.0
2008-09-02,18440498.0
2008-09-03,23749474.0
2008-09-04,18984780.0
2008-09-05,21654480.0
2008-09-08,22186554.0
2008-09-09,17624298.0
2008-09-10,22057844.0
2008-09-11,22176780.0
2008-09-12,19197020.0
2008-09-16,33563260.0
2008-09-17,32862242.0
2008-09-18,47820264.0
2008-09-19,36525404.0
2008-09-22,101993872.0
2008-09-23,78365616.0
2008-09-24,45328180.0
2008-09-25,74237912.0
2008-09-26,59429944.0
2008-10-06,45575264.0
2008-10-07,43065324.0
2008-10-08,36874700.0
2008-10-09,33582312.0
2008-10-10,39151592.0
2008-10-13,43538120.0
2008-10-14,54331944.0
2008-10-15,31892398.0
2008-10-16,40529648.0
2008-10-17,28715420.0
2008-10-20,33277152.0
2008-10-21,38908396.0
2008-10-22,32968572.0
2008-10-23,35758656.0
2008-10-24,32980668.0
2008-10-27,36441848.0
2008-10-28,46792804.0
2008-10-29,38869488.0
2008-10-30,41284292.0
2008-10-31,28314534.0
2008-11-03,25381096.0
2008-11-04,26100164.0
2008-11-05,42418208.0
2008-11-06,30784180.0
2008-11-07,31521590.0
2008-11-10,63948860.0
2008-11-11,66072852.0
2008-11-12,44087960.0
2008-11-13,83234552.0
2008-11-14,91168720.0
2008-11-17,87836624.0
2008-11-18,97278352.0
2008-11-19,82117408.0
2008-11-20,83187040.0
2008-11-21,83049328.0
2008-11-24,50561516.0
2008-11-25,42814592.0
2008-11-26,45565636.0
2008-11-27,88008320.0
2008-11-28,51590660.0
2008-12-01,48386332.0
2008-12-02,61350236.0
2008-12-03,85019144.0
2008-12-04,119183440.0
2008-12-05,74366328.0
2008-12-08,107607128.0
2008-12-09,92509816.0
2008-12-10,83271064.0
2008-12-11,73556240.0
2008-12-12,67387264.0
2008-12-15,50451096.0
2008-12-16,47924880.0
2008-12-17,58685152.0
2008-12-18,58429224.0
2008-12-19,63311228.0
2008-12-22,52949464.0
2008-12-23,63590464.0
2008-12-24,44201832.0
2008-12-25,39916832.0
2008-12-26,34560888.0
2008-12-29,35986872.0
2008-12-30,37584628.0
2008-12-31,35631356.0
2009-01-05,48187020.0
2009-01-06,70974096.0
2009-01-07,59702168.0
2009-01-08,53446488.0
2009-01-09,47407216.0
2009-01-12,54234156.0
2009-01-13,49818136.0
2009-01-14,59283232.0
2009-01-15,78943648.0
2009-01-16,96538632.0
2009-01-19,81948176.0
2009-01-20,53259264.0
2009-01-21,64117428.0
2009-01-22,58861948.0
2009-01-23,57504108.0
2009-02-02,51453904.0
2009-02-03,87640304.0
2009-02-04,100888432.0
2009-02-05,115100120.0
2009-02-06,106664904.0
2009-02-09,129523672.0
2009-02-10,116294544.0
2009-02-11,147576640.0
2009-02-12,119826216.0
2009-02-13,140409904.0
2009-02-16,152346672.0
2009-02-17,141014992.0
2009-02-18,115422064.0
2009-02-19,90853928.0
2009-02-20,86632072.0
2009-02-23,109465400.0
2009-02-24,127017552.0
2009-02-25,107877528.0
2009-02-26,102200384.0
2009-02-27,87076416.0
2009-03-02,62746180.0
2009-03-03,66167312.0
2009-03-04,110750032.0
2009-03-05,131987344.0
2009-03-06,85965448.0
2009-03-09,86555952.0
2009-03-10,56660448.0
2009-03-11,70838672.0
2009-03-12,55700112.0
2009-03-13,54083096.0
2009-03-16,48773856.0
2009-03-17,92980528.0
2009-03-18,101870072.0
2009-03-19,97318768.0
2009-03-20,109396736.0
2009-03-23,116313048.0
2009-03-24,111993528.0
2009-03-25,95816656.0
2009-03-26,113249456.0
2009-03-27,135368544.0
2009-03-30,94151664.0
2009-03-31,95461752.0
2009-04-01,126307624.0
2009-04-02,135146800.0
2009-04-03,123655216.0
